part_no,part_description,new_commodity_description
1000005182,Shaw Patcraft-Acacia Plank (I456V)-Luxury Resilient Planks-6in x 48in-3/32in Yarrow (05013),LVP
1000005238,Tarkett Event Classic Plank ECK 30 Mil Modern Wood 6in x 36in 3.05mm - Limed Oak (3309),VCT
1000005242,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Hearth (94140),LVT
1000005332,Shaw Contract Basis (4339V) Rigid Core 12in x 23in 6mm - Elaborate (39504),LVT
1000005394,"Teknoflor LVP 1403727 Style Coventry Color Phoenix 9"" x 60""",LVP
1000005415,Mohawk Large and Local LVT (CO128) 9.25in x 59in - Roan (865),LVT
1000005535,"Shaw  Contract Reside 4381V Rest 94121 20mil Square edge 6""x47"" 2.5mm",LVT
1000005536,"Mannington Spacia Wood 20MIL 7.25""x48"" Drift Pine SS5W3027",LVT
1000005680,LG Pikes Peak 20 MIL (LGP2522) LVT 7in x 48in 2.5 mm - Ash Grey Oak (1364),LVT
1000005682,Eastern Flooring-Heavyweight (HW30281)-7in x 48in-3MM-Windsor (3046),LVT
1000005838,Forbo: Marmoleum-Modular-9.84x19.69-Color: Petrol,VCT
1000005842,Forbo:Marmoleum-Modular-19.69x19.69-Color: Lemon Zest t3251,VCT
1000005910,Mannington The Drift - Wood 6 x 48 Monterey Cypress Mink (D107),LVT
1000006036,Mannington Amtico Stone 18in x 18in 2.5MM - Stria Sediment (AROSMS14),LVT
1000006037,Shaw Patcraft-Acacia Plank (I456V)-Luxury Resilient Planks-6in x 48in-3/32in-Mooreland (00568),LVP
1000006049,Trinity Tile Lifestyles Saratoga Pro LVT 7x48 Canfield,LVT
1000006095,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Silver Green (51802),VCT
1000006113,Milliken Natural Shenandoah Luxury Vinyl Plank 9in x 60in  5.0mm - FOG (SHE76-144),LVP
1000006142,"Tarkett ID Latitude Millinnuim Oak PLWD 75406""x48"" Techtonic 20 mil LVT",LVT
1000006215, Interface Studio Set LVT A00712 Marigold,LVT
1000006245,Tarkett Contour Abstract 18 x 18 Rays Ore (0795),LVT
1000006334,Patcraft Treeline (I710V) -7x48 2.5 Mil- Ginger (V2),LVP
1000006349,Mannington Amtico Signature Stone 40 mil LVT w/ Micro-Beveled Edges 18in x 18in 2.5 MM Honed Limestone Natural (AROSLH11),LVT
1000006369,Shaw Patcraft Earthen (I676V) 12in x 24in 2.5MM - Harbor-V1 (00510),LVT
1000006385,Marmoleum Modular 20in x 20in Delta Lace T3568,VCT
1000006388,Shaw Commercial Hard Surfaces Quiet Cover (0186V) Luxury Vinyl Plank 7in x 48in Undefined - Cottonwood (00120),LVP
1000006454, Mannington Select Stone 9in x 18in Fiera Carbon Gray (MSC222),LVT
1000006459,"Shaw Floors - Style (Sumter Plus Vinyl Plank 0225V) Size (7"" x48"") Color (Spice Box 00355)",LVP
1000006572,Shaw Native Origins LVT  (0116V) 6in x 48in 2.5 MM - Hand Hewn Figure (00722),LVT
1000006602, Shaw Unite Inlet 20MIL LVT W/ Fiberglass 9in x 48in 5mm (0926V) - Coarse (26595),LVT
1000006640,Mannington Spacia Wood 7.25in x 48in 2.5MM - Carriage Oak (SS5W3316),LVT
1000006704,"EASTERN FLOORING KNOCK OUT KO20127 7"" X 48"" 2.0MM DAUPHIN (2092) GLUE DOWN LVT",LVT
1000006705,Novalis Innovative Flooring AVA Ryme 22 mil Straight Edge 9in x 48in 5.0mm - Peninsula Oak Canyon (PO2D002L),LVT
1000006714,Emser Emcore 20mil Vinyl Plank 7in x 48in 3mm Interlock - Oxford Ojai (Y01OXFOOJ0748),LVP
1000006816,"Aquashield+ SPC 20mil 9"" x 60"" Ceramic Bead Grey Skies Oak (DS-201)",LVP
1000006923,Interface Silk Complex Shantung (A027) 22mil Commercial Grade High Performance LVT 9.845in x 39.38in 4.5mm - Black Rose (A20708),LVT
1000006987,Armstrong City Mill Natural Creations Diamond 10 Technology  20mil Solid Luxury Vinyl Tile 9in x 48in 3.2mm - Sunbeam (NA143),LVT
1000007002,Patcraft Sense I634V 9x36 20 mil 00100  (001000Ease V-1 LVT,LVT
1000007042,"Mannington Anchor Stride, Color: Malt/ C169, 6""X 36"" Unbeveled 45sf/ CTN",LVT
1000007046,"Tile Optima - Ridget Core - 7"" x 48"" 20 mil - Vinyl Tile - Philly",VCT
1000007103,Mannington Mixed Monolith Edge 20mil Luxury Vinyl Tile Micro Bevel Edge 12in x 48in 5mm - LIGHT (MIX201),LVT
1000007141,Shaw Commercial Hard Surfaces Terrace (4108V) 20 mil square edge 12in x 24in 2.5 MM - Lotus ('08111),LVT
1000007142,Shaw Patcraft In Unison 2.5 LVT (4430V )9X36 2.5mm Thatch (91720),LVT
1000007208,Eastern Flooring Rocklock Plus (RLP40122) 7in x 48in 5.2mm Lewisburg 5041 LVT,LVT
1000007229,Tarkett Contour Concrete 12in x 24in 2.0MM - CCN Metro (0718),LVT
1000007318,Mannington Luxury Vinyl Tile 18in x 18in Custom Morgan Stanley - Steel Grey (MSCF50023),LVT
1000007353,Mannington Realta Glue Down Luxury Vinyl Tile 12mil 12in x 24in 2mm Granite - Stone (RGDR02),LVT
1000007414,LG HFLOR Pikes Peak (DTWxxxx) 20mil Glue Down Luxury Vinyl Plank 7in x 48in 2.5mm - Grey Hickory (1363),LVP
1000007416,Forbo Marmoleum Modular 9.84X19.69 2.5mm Pumpkin Yellow (T3354),VCT
1000007425,"Karndean Design Flooring Loose Lay 9.85x41.3 4.5mm LLP112	Hartford	LVT",LVT
1000007442,Milliken Local Measure Wilderness Allspice 22 Mil 6in x 48in,VCT
1000007458,Powerhold LVT 130 12' 3mmEtched Nickel,LVT
1000007594,"MANNINGTON\SPACIA WOOD\SS5W3311\Ashlar Install\ Powdered Oak\6""X36""",LVT
1000007690,Mannington Realta SPC Luxury Vinyl Wood Plank 20mil 7in x 48in 5mm - Natural (RSP102),LVP
1000007870,"Tilebar ReNew 6.3"" x 48.4"" 2.0 mm Spice Birch Moon LVT",LVT
1000008024,Tarkett IQ Granit 12in x 12in - Black Grey (0194),VCT
1000008074,Mannington Amtico Sigture Wood  4 1/2in x 36in 2.5 MM - Brushed Oak (AR0W7910),LVT
1000008117,"Patcraft	Earthen 20mil I676V 12""x24"" (00120) Honey 20 mil",LVT
1000008127,Mannington Spacia 7.25x48 2.5mm -SS5W2550 Nordic Oak LVT,LVT
1000008205,"FirmFit Casebella Stateside CWH-5773 6mm x 9.1"" x 60.3"" 22 mil Parkview LVT",LVT
1000008226,Armstrong Parallel USA 12mil Luxury Vinyl Tile 6in x 48in 2mm - Long Beach Oak Golden Sand (J5140),LVT
1000008247,"Milliken Vinyl Tile - Local Measure Wilderness 2.5 mm thick with a 22 mil ware layer Color: (MWD79 Sesame) Size: (6"" x 48"")",VCT
1000008260,Shaw Local Reserve I592V 7x48 20mil 02001 Jute Multilayer SPC,VCT
1000008332,"Karndean LVT Art Select 6"" x 36"" (EW03) Hickory Nutmeg",LVT
1000008430,Mannington Select LVT Wood Micro-beveled Edges 5in x 48in 2.5mm Princeton Cherry - Spicy Cider (MSC156),LVT
1000008446,Armstrong Standard Excelon Imperial Texture Vinyl Tile 12in x 12in 3.2mm - Classic White (51911),VCT
1000008466,"RW Supply+ Design 1081 Juniper (Brushed Suede) 7""x48"" 5mm LVT",LVT
1000008572,Interface Northern Grain (A026) 25cm x 1m 4.5MM - Natural Satin (A02610),LVP
1000008589,Tarkett Fortress Carthage Grey Luxury Vinyl Plank Flooring - Urethane 6 x 48 x 3mm - CARTHAGE GREY,LVP
1000008631,Shaw Heavy Commercial Luxury Vinyl Tile Terrain II 30 Mil (0892V) Squared Edge Direct Glue 6in x 48in 3mm - Willow (00170),LVT
1000008746,Congoleum Triversa Prime 9in x 60in 6MM - Fawn (TX181),LVP
1000008750,Mannington Nature's Paths Wood 6in x 36in - Madison Maple Creek (12238),LVT
1000008764,EF Contract Woodlands 7 x 48 20 mil LVT Acacia,LVT
1000008768,Tarkett iD Latitude Wood 20mil Luxury Vinyl Plank 6in x 48in 3mm - Autumn Walnut (PLWD 7538),LVP
1000008793,EF Contract- LVT Soundcheck Acoustical Underlayment -6' x 75',LVT
1000008871,"Siena USA LVT+ (SFT1219) Vinyl 12""x24"" 5.0mm Baloo",LVT
1000008889,"Gerflor Saga 19.69"" X 19.69"" 28 mil 0017 Kadina City LVT",LVT
1000008912,Novalis Innovative Flooring-AVA RSRV (Kyoto RKYxxxx-605)-9.25in x 71.45in x 6mm Loft,LVT
1000008987,SHAW FOUNDATION PLANK (V3180) 7'' X 48'' 2MM 00400 WEATHERED BARNB,LVP
1000009083,"Mannington Spacia Wood 7.25in x 48in - Granary Oak (SS5W3318)
43.5SF/CTN- 18PC
1131SF=26ctn",LVT
1000009142,Tarkett Event Series (250849001) 7.2Â”x 48Â” 30 mil Bastogne Walnut (2127 TG),LVP
1000009153,Forbo Flotex Frameweave Plank Design 39.37in x 9.48in 5.0mm - Carpi (142006),LVP
1000009175,"ARMSTRONG NATURAL CREATIONS / IRONWOOD OAK (NA160) 6"" X 48"" 3.2MM SANDS OF TIME",LVP
1000009188,Shaw Flow 5.0 4387v Streamline 85520 18x18 LVT,LVT
1000009231,Forbo\Flotex Canyon\Sapphire (S445028)\Sheet,VCT
1000009254,"Milliken Vinyl Tile - Local Measure Wilderness 2.5 mm thick with a 22 mil ware layer Color: (MWD218 Chervil) Size: (6"" x 48"")",VCT
1000009265,Shaw Patcraft Planar 1716V Light Planar - V2 00115 24x24 LVT,LVT
1000009266,Shaw Patcraft Graph 1713V Alpaca-V2 00160 24x24 LVT,LVT
1000009308,"Shaw Unite 0927V 9"" x 48"" 27585 Cornerstone",LVP
1000009344,"Mohawk Large and Local Pattern of Time #64033 Whisper #925  9.25""x 59""",LVT
1000009372,"MILLIKEN PIKE / FORTIFIED FOUNDATIONS 5.0MM 9""X59"" DEW (PIK121-204)",LVT
1000009439,Mannington Divergent Fen Luxury Vinyl Plank 18in x 18in 2.5 MM - Cumulus (13506),LVP
1000009443,Mannington Divergent Fen Luxury Vinyl Plank 18in x 18in 2.5 MM - (Saltgrass 13563),LVP
1000009444,Mannington Spacia Wood Square Edge 6in x 36in 2.5mm - Eden Oak (SS5W1010),LVT
1000009454,"Kahrs-Quartz Lines 24 x 12 x 1/8"" Nude Limestone (8222)",LVT
1000009465,"Shaw NSP 3MM 30 MIL LV223 6""x48"" 3mm 00200 - 30 mil",VCT
1000009582,Mannington Spacia Stone 18 x 18 - Bottocino Grey,VCT
1000009605, Tarkett IQ Optima (OPT-JT XX) Commercial Vinyl Flooring 24in x 24in 2mm - Concrete Slab (864),VCT
1000009609,Mohawk Custom (SLVT1-TAC) Luxury Vinyl Tile 13in x 26in 4.5mm - (111),LVT
1000009614,Armstrong Crown Texture (Premium Excelon Crown Tex) Vinyl Composition 12in x 12in 3.2mm - Classic Black (5C910),VCT
1000009709,Tarkett VCT 11 533 True Beige,VCT
1000009710,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Tile 20 mil 7.72in x 51.97in 2.5mm - Western Wood (123),LVT
1000009736,Parterre Avara Floor & Wall Luxury Vinyl Tile 10mil 6in x 36in 2mm - Sonora Walnut (R631),LVT
1000009818,"Tarkett Crafted Plank ECF Event + Wood 6""X48"" 3.0MM - Provence (2131)",VCT
1000009872,Mannington Spacia Wood 6x36 2.5mm SS5W12124 American Walnut Natural 20 mil,LVT
1000009900,"PORTICO NATURES VIEW LUXURY VINYL PLANK Style Rustique, Color (COASTAL BARNWOOD #VPNVR3029) 7"" X 48"", 30 mil",LVP
1000009909,Lazio Plus Shaw FlooringÂ’s Lazio Plus vinyl / VE230 00165 Riva Luxury Vinyl Flooring,LVT
1000009949,Shaw Vitality Hues (4376V) 6.56 ft x 65.62 ft  Excel (00330),LVT
1000009975,"EASTERN FLOORING KNOCK OUT 7"" X 48"" KO20121 ALEXANDRIA (2002)",LVP
1000009995,Patcraft Energize (I602V) 9in x 36in INTEGRATE-V1 (00400),LVP
1000010049,Armstrong Parallel 12 6x48 3.0 mm J5116 Glendale Oak Silver Fox,VCT
1000010167,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Spindle (72140),VCT
1000010180,Shaw Patcraft Earthen (1677V) 5mm Luxury Vinyl Tile 12 in x 24in - Dusk (00520),LVT
1000010218,Patcraft Â– 6x48 Homegrain 12 I490V 6x48 2mm Color: Parlo V2 00730,LVP
1000010474,TARKETT ID SQUARE 24576303 ENGLISH OAK GREY 250MM X 1000MM 4.5MM LUXURY VINYL PLANK,LVP
1000010476,Hill Country - Lot 06302023 - 2mm - LVT - 6 x 36 - Stonewash Grey,LVT
1000010679,SHAW DIAMONDBACK 20 MIL VY327 5.91 X 47.24 - 2.5MM- 94730 -ABSOLUTE -LVT,LVT
1000010701,Shaw Natural Choreography Cut (0922V) 20 mil Heavy Commercial Luxury Vinyl Tile With Fiberglass Squared Edge 18in x 18in - Sienna (22760),LVT
1000010779,Mannington Realta Glue Down Paris Plank  Luxury Vinyl Tile 12 mil 7.1in x 48in 2mm - Chiffon (RGD101),LVT
1000010791,Mannington Realta Glue Down Heritage Walnut Luxury Vinyl Tile 12 mil 7.1in x 48in 2mm - Acorn (RGD107),LVT
1000010807,Mannington Realta Glue Down Savannah Luxury Vinyl Plank 12mil 7.1in x 48in 2mm - Wildflower (RGD105),LVP
1000011052,"Mannington Amtico Signature - Stone 18""x18"" 2.5mm Kura Fennel AR0SKU34 Unbeveled",LVT
1000011059,Shaw Patcraft Earthen 00590 5MM I677V 12x24,LVT
1000011357,Interface Level Set Collection Natural Woodgrains High Performance Luxury Vinyl Tile 22 mil 25cm x 1m 4.5mm - Sand Dune (A00208),LVT
1000011507,"D&B LVT Abstract Vinyl Tile 12"" x 12"" (305mmx305mm) - Glint Orb (AR0AGG11)",LVT
1000011513,"D&B LVT Abstract Vinyl Tile 12"" x 12"" (305mmx305mm) - Glint Void (AR0AGG22)",LVT
1000011517,"D&B LVT Abstract Vinyl Tile 6"" x 36"" (152mm x 915mm) - Glint Void (AR0AGG22)",LVT
1000011649,Interface Northern Grain (A026) 25cm x 1m 4.5 mm 22 mil Dark Satin (A02612),VCT
1000011651,Futura Carpet Tile to LVT (LVT 350) 3MM 12ft - Brushed Silver Aluminum,LVT
1000011720,"Philadelphia Personality 5492V	6x36 3mm Ferry 529 LVT",LVT
1000011740,Powerhold LVT 425 2.5MM Bevel Cap 12ft - EA,LVT
1000011743,Patcraft Treeline 12 mil I710V Cream V-2 00127,LVP
1000011745,Mannington abstract THE DRIFT 6X48 2.5MM PAX ORE D214 tile,VCT
1000011769,"Mohawk	Large and local C0188 9.25"" X 59"" 4.5 mm Racehorse 939 vinyl tile",LVT
1000011795,Sono Eclipse Florstar * 7.99 x 50.79 Sandhill 53446 LVT,LVT
1000011839, Shaw Unite Inlet (0926V) 20MIL LVT W/ Fiberglass 9in x 48in 5mm - Thatch (26720),LVT
1000011889,American Biltrite Mirra Classic Wood LVT 3mm 4in x 36in .7mm- Canadian Cherry (WP-002),LVT
1000011926,TARKETT ARTIFICE PCAR (10772) (3mm) INTERLACE 12in x 36in,LVT
1000011927,American Biltrite Mirra Classic Wood LVT 30mil 3mm 4in x 36in .7mm  - Red Maple (WP-004),LVT
1000012040,PATCRAFT I634V SENSE PLANK 00520 ESTEEM 9X36 LVT PLANK / 45 SF PER CTN,LVT
1000012220,"Shaw - Luxury Vinyl Tile - Function + Flow - 4386V - 18"" x 18"" - 2.5mm - Pebble (86504)",LVT
1000012349,"Tarkett ID Latitude Stone 18"" x 18"" 3 mm Lunar Rock 7544",LVT
1000012368,"Tarkett Event+ Wood 48 ""x 6 "" 3.0 mm DELICATE OAK 11211",LVP
1000012410,MANNINGTON AMTICO STONE AROSTE30 TEMPUS EMBRACE 12X24,LVT
1000012420,"Karndean Looselay Longboard 59""x10"" 4.5mm LLP330 Worn Fabric Oak",VCT
1000012510,"Mannington Uninterrupted Wood UN202 7.25""x48"" 4mm Silvered Oak 202 Glue Down LVT",LVT
1000012530,Shaw Within Sense (I634V) 20 mil Commercial Luxury Vinyl Plank Squared Edge 9in x 36in 2.5mm - Engage (00550),LVP
1000012560,"Mannington Amtico Signature Parquet (AROD3000.1) Parquet Small 3"" x 9"" Classic Oak",LVT
1000012572,"Mohawk Living Local Terrazzo (C0180) 20 mil Commercial LVT 12"" x 24"" 2.5mm - Mascali (585)",LVT
1000012599,American Biltrite Sonata Timeless Travertine Luxury Vinyl Tile 20mil 18in x 18in 2.5mm - Beige (CTT-03-F),LVT
1000012600,Mannington Spacia Wood Square Edge Luxury Vinyl Tile 20mil 7.25in x 48in 2.5mm - Classic Cherry (SS5W2510),LVT
1000012719,"SAR Floors Soma Collection (LVT) 7"" x 48"" 3 mm Sand (92)",LVT
1000012770,Patcraft Crossover LL (I439V) 20mil Commercial Luxury Vinyl Squared Edge Plank with Fiberglass 7in x 48in  5mm - Beachscape V2 (00250),LVP
1000012865,Shaw Patcraft Earthen (I676V) 20Mil 12x24 Haze V-2 (00540),LVT
1000012948,Shaw Contract- In Unison 2.5 mm (4430v) 9in x 36in Thatch (91720),LVT
1000013036,"Milliken Merge Forward - High Ground 7"" x 48"" 20 mil HIG231 Fauna",VCT
1000013149,Shaw Philadelphia-Philosopher's Tree (5599V)-Luxury Vinyl Plank-9in x 63in-20 mil- Weathered Bark 00107,LVP
1000013506,"Daltile - Loften - 3mm - 20 mil - 12"" x 24"" -Gravel Fabric (LF09)",LVT
1000013526,Parterre Vinyl Floor System Ingrained 6in Vinyl Tile Plank 6in x 36in 3mm - Traditional Walnut (11876),LVP
1000013546,"TileBar ReNew 12 Mil Glue Down LVT 6.3""x48.4""  Optoro spice birch dockside",LVT
1000013671,Patcraft Gravel (VX238) 20mil Commercial Luxury Vinyl Plank 12in x 24in 2.5mm - Slate (00570),LVP
1000013675,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in -  Bodacious Blue (57517),VCT
1000013735,Interface Shantung 25cm x 1m 4.5mm A02710 Silver Tree LVT,LVT
1000013746,"Mohawk	Second Home Wood C0141 7.5"" x 48"" 200 mil Getaway Gray 925",LVT
1000013843,"Shaw Inspire	0884V 12""x24"" 2.5mm 84429 Blue 20 mil",LVT
1000013844,"Shaw Inspire	0884V 12""x24"" 2.5mm 84585 Transform	20 mil",LVT
1000013952,"Patcraft	Earthen I677V 12x24 5 MM 00550 Ash LVT",LVT
1000013988,"Aqua Armour (GMO030-1) Waterproof SPC LVP - Ridgid Core 7"" X 48"" 5mm - Oyster",LVP
1000014026,Function + Flow - Flow 2.5 (4385V) LVT 22mil 18in x 18in - Shale (85518),LVT
1000014092,Shaw Patcraft Acacia Plank (I456V) 6in x 48in 2.5MM - Inkberry (05016),LVP
1000014107,"Cobalt Surfaces Katanga Loose-Lay 7 X 48 20 mil KP5-803	Macadamia",LVT
1000014134,"Shaw Dialogue 4142V 24""x24"" 5mm - 20 mil 42100 Converse Vinyl Tile",VCT
1000014162,Mohawk Second Home Studio (C2071) 7.46in x 47.8in 5MM - Bone (817),LVT
1000014250,J&J MAKE YOUR MARK (V5012) 20 MIL VINYL PLANK 9IN X 48IN 5MM - SAPPHIRE (1066) / 24 SF PER CTN,LVP
1000014251,J&J MAKE YOUR MARK (V5012) 20 MIL VINYL PLANK 9IN X 48IN 5MM - DENIM (1068) / 24 SF PER CTN,LVP
1000014253,"Armstrong Duo Vinyl Tile 18""x36"" - Nile Night (ST933)",VCT
1000014324,J&J Legend (V5009) 20mil Luxury Vinyl Plank 18in x 36in 3mm - Fable (1058),LVP
1000014339,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - To Adobe (94506),LVT
1000014352,"Evoke Contract Larimer 7"" x 5/33"" x 48"" 4.5mm LVT Larimer",LVT
1000014366,"COREtec Originals Classics VV023 5"" x 48"" 8.0 MM Carolina Pine LVT 00501",LVT
1000014401,PATCRAFT TREELINE (00715) 7in x 48in CAIRN-V2 (00764) (5MM),LVT
1000014402,Flexco Natural Elements 18 x 18 680 Oxidized Iron LVT,LVT
1000014407,interface Criterion Classic woodgrains C001 12.5cm X 1M 3 MM 958 mushroom TILE,VCT
1000014409,"Shaw Contract Solitude 0648v 6"" 5mm 48450 Urban Ash LVT",LVT
1000014586,"Altro Lavencia Standard Plank 6"" x 48"" 3 mm LAV55022 Warm Walnut Luxury Vinyl Plank",LVP
1000014635,"Mannington The Drift - Wood 7.25""x48"" 2.5mm Bristol Rosewood Classic D108 Unbeveled",LVT
1000014696,Interface Level Set 9.845inx39.38in (4.5MM) Beech (A00204),LVT
1000014877,"Forbo Flotex Prairies Tile 9.84"" X 39.37"" - Cool Grey (075703)",VCT
1000014892,MANNINGTON SPACIA WOOD 6X36 20 mil SS5W12373 WINDSOR OAK SHORE Micro beveled,LVT
1000015045,Mannington color anchor stride 6x36 2omm C147 Truffel,LVT
1000015099,Mannington Spacia Wood Luxury Vinyl Tile 20mil Micro Bevel 7.25in x 48in 2.5mm - Dusky Walnut (SS5W2542),LVT
1000015108,"FORBO FLOTEX COLOUR TILE 19.69"" X 19.69"" ANTHRACITE (T382001)",VCT
1000015127,Shannon Specialty Floors Tuf Stuf Woodland Path Vinyl Tile Plank 6in x 36in 1/8in -warm mahogany (,LVP
1000015151,Tarkett Crafted Cane Luxury Vinyl Tile 12x36p 10879 Tropical Sunrise Viny Tile,LVT
1000015154,"Armstrong Natural creations earthcuts delano diamond 10 NA343 12""x24"" 0.125"" Grey Mist LVT",LVT
1000015253,"Da Vinci 12x18 3mm CER14 Carbon	LVT",LVT
1000015261,Novalis Innovative Flooring AVA VRSE 9.84in x39.37in 5.0MM - Minuet (VRS003L),LVT
1000015278,Cobalt Surfaces-Katanga (KP5-821)-20 mil LooseLay-7in x 48in-5.0mm- Doe (821),LVP
1000015417,"Aqua Armour - Aqua Armour LVP SPC - Aqua Armour Plank 2mm 7in x 48in Dry Back Glue Down, Color: Flint",LVP
1000015450,Mannington SPACIA WOOD SS5w2502 7.25X48 2.5 MM warm maple Micro beveled,LVT
1000015469,Shaw Terasu Terrace (4108V) 20mil Heavy Commercial Luxury Vinyl Tile Squared Edge 12in x 24in 2.5mm - Brushwood (08765),LVT
1000015523,Patcraft Mark Making 2.5 (I692V) 20mil Glue Down Heavy Commercial Luxury Vinyl Tile Squared Edge 6in x 48in 2.5mm - Indigo V2 (00450),LVT
1000015552,Mannington Amtico Wood Unbeveled Edge 4.5in x 36in - Classic Oak (AR0W7430),LVT
1000015766,"Shaw Contract - Function + Flow - LVT - 4385V - 18"" x 18"" - 2.5mm - Molten (85585)",LVT
1000015813,"POWERHOLD 406-EN 12' ETCHED NICKEL 1/8"" 3MM BEVEL CAP LVT",LVT
1000015868,Armstrong Biome Â– Boreal Bergen Armstrong ST285 9x48 2.5mm LVT,LVT
1000015921,"Armstrong Terra 18 x 18 ST387	Astana Igneous LVT",LVT
1000015926,"Tarkett Color Pop	PCOP 18inx18in 3mm C144 Coal LVT",LVT
1000016031,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Rest (94121),LVT
1000016066,MOHAWK VIVID STEP WOOD CR705 SHIMMERING SAND W128,LVT
1000016070,Trinity Tile Lifestyles Zion 8 mil square edge 6in x 36in 2.0 MM - Canyon Vista,LVT
1000016117,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12x12 1/8 - EARTH GREEN (51877),VCT
1000016139,shaw Function 4388v 18x18 5.00 mm 86501 Transition lvt,LVT
1000016329,LVT-1 Tarkett iQ Granit Tile 24in x 24in (5mm) Soft White Sand (0527),VCT
1000016516,"RCT10: Forbo Flotex Metro Tile  T546034
Lilac 20in x 20in (5.0mm) 32.2sf/ctn
418.6sf = 13 ctns
Good Stock Dallas TX",VCT
1000016518,"RCT12: Forbo Flotex Metro Tile T546035
Pink  20in x 20in (5.0mm)
418.6sf = 13 ctns
B/O in Dallas, TX on 05/28/24
to PFI 06/05/24
Fedex Tracking # 9126867411",VCT
1000016527,Shaw Terasu Terrace (4108V) 20mil Heavy Commercial Luxury Vinyl Tile Squared Edge 12in x 24in 2.5mm - Mist (08510),LVT
1000016535,"Mannington Spacia Collection Wood 6x36 2.5 SS5W12126	American Walnut Cocoa LVT",LVT
1000016546,PARTERRE LVT/AVARA 6X36X2MM ITEM R810 MALAY TEAK,LVT
1000016548,"Tarkett Event Stone PEUS Urban Stone + 12x24 3.0mm 11199	Avenue LVT",LVT
1000016566,"Quietlok	Flamed Oak 8.66"" x 59.45"" 22MIL Beppu LVT",LVT
1000016601,ARMSTRONG\ARMSTRONG STANDARD EXCELEON IMPERIAL TEXTURE VINYL COMPOSITION\12in x 12in 1/8in\COLOR- SMOKEY BROWN (51868),VCT
1000016864,"Construction Specialties Pedimat (M1MHCNONE) recessed mat with heavy duty carpet inserts in one of 15 heavy duty colors in mill finish (12.0) L/F 2"" square edge/end vinyl frame.",VCT
1000016920,MANNINGTON\UPWARD 20\SMOKED GREY OAK\6X36,LVT
1000016927,MANNINGTON\ONWARD 12\SMOKED GREY OAK\6x36,LVT
1000016938,Cobalt Surfaces Katanga Glue Down LVT 7in x 48in 2MM - Oxford (K12-813),LVT
1000016945,"Traverse	Boardwalk 6"" x 36"" 3mm Stair Case LVT",LVT
1000016976,AVAflor Novalis AVA SPRK 20 Mil 18 x 18 2.5 mm 2SP043 Monument LVT,LVT
1000016981,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Dutch Delft (51916) 51916 Dutch Delft,VCT
1000017084,"Shaw Coded	4143V 6in x 48in 5.00mm 20 mil 43429 Inform Commercial Hard Surfaces",LVT
1000017085,"BENTLEY\MOOD\LVT 2.5MM\9"" X 48""\COLOR-PASSIVE (801990)",LVT
1000017093,"CHILEWICH Speckle w/ BioFelt Backing 6"" x 36"" BioFelt: 0.20'' Onyx Vinyl Tile",VCT
1000017095,"CHILEWICH Boucle w/ BioFelt Backing 6"" x 36"" BioFelt: 0.19'' Sterling Vinyl Tile",VCT
1000017135,"VT3: TARKETT - IQ OPTIMA Tile 0849
BLUE SATIN 24""x24"" 56sf/ctn
784sf = 14 cartons",VCT
1000017287,Armstrong Standard Excelon 12x12 2.4 mm Pewter 51908 Vinyl,VCT
1000017306,"VT2:Tarkett Optima IQ Tile 0857 Popiu Bay
 24Â”x24Â”  Vinyl Tile 56sf/ctn
840sf =15 cartons
B/O here by 04/23/24",VCT
1000017383,Tarkett ID LATITUDE-wood plwd7523ww 6X48 3 MM 7523 Suntoned Teak PLANK,LVT
1000017462,"XL Flooring Flexiplank	48"" x 7""5mm Bristol Beach Luxury Vinyl Tile",LVT
1000017463,Shaw Commercial Resilient-Branching Out (4480V)-20 mil squared edge-6in x 48in-5.0mm-Range Oak (56506),LVT
1000017480,Mannington Amtico Signature Wood Square Edge 6 x 36 2.5 mm AROW7890 Pier Oak LVT,LVT
1000017565,Shaw Flow 2.5 4385v Dense 85504 18x18 LVT,LVT
1000017626,ALLIED TILE MFG CORP\ORGANICS COLLECTION\20 Mil CLEAR PVC COMMERCIAL GRADE\18in x 18in 3mm\ COLOR- DOVE GREY,LVT
1000017635,"PATCRAFT SENSE WITHIN 1634V 9"" X 36""2.5 MM 00100 EASE V1 LVT",LVT
1000017678,"Engineered Floors (J & J ) Legend 18""x36"" (1055) Saga LVT",LVT
1000017681,Tarkett Contour Abstract 18 x 18 32 mil 0992 Broadcloth Cutch Purchased,LVT
1000017713,"Mannington Spacia Tile 6""X36"" 20 MIL - Nordiac Oak (SS5W2550)",LVT
1000017881,"Shaw Contract Cove 0927V 9""x48"" 5MM 27585 CORNERSTONE LVT",LVT
