po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code
64820,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191440-002,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Skylight (08530),1CPT,Carpet Tile,88.9,SQYD,94.55,Carpet_Tile_1CPT_SQYD
64840,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,25.11,SQYD,98.62,Carpet_Tile_1CPT_SQYD
64881,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-002,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Skylight (08530),1CPT,Carpet Tile,7,SQYD,66.83,Carpet_Tile_1CPT_SQYD
65132,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,176354-014,Lees Faculty Remix EcoFlex ICT (GT154) Textured Multi Colored Loop 24in x 24in - Latest Slate (885),1CPT,Carpet Tile,120,SQYD,112.8,Carpet_Tile_1CPT_SQYD
65472,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",198752-009,Shaw Hospitality Designs Dream Tile (5T265) Multi Level Pattern Loop 24in x 24in - Greige (48516),1CPT,Carpet Tile,31.98,SQYD,176.16,Carpet_Tile_1CPT_SQYD
65472,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",203096-012,Shaw Contract Boundless (5T314) Multi-Level Pattern Dyed Loop 9in x 36in - Radiant (05515),1CPT,Carpet Tile,5,SQYD,176.16,Carpet_Tile_1CPT_SQYD
65472,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",203096-012,Shaw Contract Boundless (5T314) Multi-Level Pattern Dyed Loop 9in x 36in - Radiant (05515),1CPT,Carpet Tile,65,SQYD,176.16,Carpet_Tile_1CPT_SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182634-030,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Puzzle (81991),1CPT,Carpet Tile,10,SQYD,1072.97,Carpet_Tile_1CPT_SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,26.66,SQYD,1072.97,Carpet_Tile_1CPT_SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,622.19,SQYD,1072.97,Carpet_Tile_1CPT_SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000013775,Shaw Contract Poured Tile (5T420) Multi Level Pattern Loop 24in x 24in - Jade (06396),1CPT,Carpet Tile,53.34,SQYD,1072.97,Carpet_Tile_1CPT_SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000013776,Shaw Contract Poured Tile (5T420) Multi Level Pattern Loop 24in x 24in - Turquoise (06323),1CPT,Carpet Tile,53.34,SQYD,1072.97,Carpet_Tile_1CPT_SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",209756-005,Shaw Contract Poured Tile (5T420) Multi Level Pattern Loop 24in x 24in - Lapis (06486),1CPT,Carpet Tile,53.34,SQYD,1072.97,Carpet_Tile_1CPT_SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000013771,Shaw Contract Poured Tile (5T420) Multi Level Pattern Loop 24in x 24in - Topaz (06668),1CPT,Carpet Tile,53.34,SQYD,1072.97,Carpet_Tile_1CPT_SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182634-028,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Stunt (81856),1CPT,Carpet Tile,10,SQYD,1072.97,Carpet_Tile_1CPT_SQYD
65944,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",1000013800,Interface Static Lines Carpet Tile Plank  (258270-287 / 118669) - Custom,1CPT,Carpet Tile,215.28,SQYD,345.64,Carpet_Tile_1CPT_SQYD
66338,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",176670-010,Shaw Queen Immerse (J0187) Undefined 24in x 24in - Concentrate (87510),1CPT,Carpet Tile,61,SQYD,476.25,Carpet_Tile_1CPT_SQYD
66816,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-003,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Nocturne (08557),1CPT,Carpet Tile,21,SQYD,210.89,Carpet_Tile_1CPT_SQYD
66874,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000013889,"SHAW CONTRACT\HAZE TILE \5T037\CARPET TILE\18"" x 36""\COLOR- SMOKE (37557)",1CPT,Carpet Tile,5,SQYD,80.73,Carpet_Tile_1CPT_SQYD
67255,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183691-006,Shaw Contract Primary Tile (5T123) Multi Level Pattern Loop 24in x 24in - Dove Grey (17557),1CPT,Carpet Tile,1353.82,SQYD,6328.41,Carpet_Tile_1CPT_SQYD
67255,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",185342-004,Shaw Patcraft Orbital (I0379) Multi Level Pattern Loop 24in x 24in - Atomic (00590),1CPT,Carpet Tile,1268.54,SQYD,6328.41,Carpet_Tile_1CPT_SQYD
67288,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208648-004,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Shadow (88500),1CPT,Carpet Tile,175.89,SQYD,514.44,Carpet_Tile_1CPT_SQYD
67311,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,214733-005,Mohawk LineD (GT477) Tufted Level Patterned Loop 12in x 36in - Cornflower (535),1CPT,Carpet Tile,32.66,SQYD,263.87,Carpet_Tile_1CPT_SQYD
67311,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,214733-008,Mohawk LineD (GT477) Tufted Level Patterned Loop 12in x 36in - Mineral (949),1CPT,Carpet Tile,135.32,SQYD,263.87,Carpet_Tile_1CPT_SQYD
67311,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,214733-007,Mohawk LineD (GT477) Tufted Level Patterned Loop 12in x 36in - Charcoal (989),1CPT,Carpet Tile,135.32,SQYD,263.87,Carpet_Tile_1CPT_SQYD
67313,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450),1CPT,Carpet Tile,22,SQYD,396.92,Carpet_Tile_1CPT_SQYD
67354,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),1CPT,Carpet Tile,18,SQYD,168.49,Carpet_Tile_1CPT_SQYD
67565,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-004,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,1511.04,SQYD,1664.91,Carpet_Tile_1CPT_SQYD
68036,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",176184-011,Shaw Tile Haze 18x36 (5T037) Full Repeat 18in x 36in - Notion (37760),1CPT,Carpet Tile,100,SQYD,145.9,Carpet_Tile_1CPT_SQYD
68037,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",186679-009,Shaw Contract Uncover (5t150) Multi Level Pattern Cut/Loop 9in x 36in - Steel (50535),1CPT,Carpet Tile,245,SQYD,357.45,Carpet_Tile_1CPT_SQYD
68046,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,79.99,SQYD,382.8,Carpet_Tile_1CPT_SQYD
68053,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000003392,Shaw Patcraft-Texture Slant (I0602)-Non Woven Synthetic-18in x 36in-Line (00550),1CPT,Carpet Tile,40,SQYD,54.11,Carpet_Tile_1CPT_SQYD
68055,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191751-005,Shaw Philadelphia Dymo (54857) Multi Level Pattern Loop 24in x 24in - Scholarly (57705),1CPT,Carpet Tile,97.34,SQYD,702.51,Carpet_Tile_1CPT_SQYD
68055,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191751-005,Shaw Philadelphia Dymo (54857) Multi Level Pattern Loop 24in x 24in - Scholarly (57705),1CPT,Carpet Tile,18.21,SQYD,702.51,Carpet_Tile_1CPT_SQYD
68055,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191751-005,Shaw Philadelphia Dymo (54857) Multi Level Pattern Loop 24in x 24in - Scholarly (57705),1CPT,Carpet Tile,177.77,SQYD,702.51,Carpet_Tile_1CPT_SQYD
68055,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191751-005,Shaw Philadelphia Dymo (54857) Multi Level Pattern Loop 24in x 24in - Scholarly (57705),1CPT,Carpet Tile,355.54,SQYD,702.51,Carpet_Tile_1CPT_SQYD
68139,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205932-005,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Quiet (88535),1CPT,Carpet Tile,2,SQYD,68.62,Carpet_Tile_1CPT_SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120,SQYD,918.63,Carpet_Tile_1CPT_SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120,SQYD,918.63,Carpet_Tile_1CPT_SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120,SQYD,918.63,Carpet_Tile_1CPT_SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120,SQYD,918.63,Carpet_Tile_1CPT_SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120,SQYD,918.63,Carpet_Tile_1CPT_SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120,SQYD,918.63,Carpet_Tile_1CPT_SQYD
68317,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000014511,Shaw Tile-Transparent Tile (59563)-Ecoworx Tile-24in x 24in-Blue Moon (62486),1CPT,Carpet Tile,74.66,SQYD,115.6,Carpet_Tile_1CPT_SQYD
68490,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000014506,"Patcraft\Carpet Tile\First Step 802R2\24""x24""\Color- Charcoal 00590\5.33 SY per box",1CPT,Carpet Tile,5.33,SQYD,372.68,Carpet_Tile_1CPT_SQYD
68490,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,266.64,SQYD,372.68,Carpet_Tile_1CPT_SQYD
68508,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-007,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Meteorite (00550),1CPT,Carpet Tile,479.98,SQYD,507.15,Carpet_Tile_1CPT_SQYD
68508,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-007,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Meteorite (00550),1CPT,Carpet Tile,0.02,SQYD,507.15,Carpet_Tile_1CPT_SQYD
68657,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,191079-004,Tandus Geoknit (10887) Stratatec Patterned Loop 24in x 24in - Felted (42713),1CPT,Carpet Tile,833.75,SQYD,505.22,Carpet_Tile_1CPT_SQYD
68683,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",178729-013,Shaw Contract Path Tile - Ecoworx (5T034) Multi Level Pattern Loop 24in x 24in - MultiColor (34481),1CPT,Carpet Tile,21.32,SQYD,80.19,Carpet_Tile_1CPT_SQYD
69187,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,51,SQYD,478.58,Carpet_Tile_1CPT_SQYD
69485,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208201-011,Shaw Contract Subtext (5T409) Multi Level Pattern Loop 9in x 36in - Correspond (05585),1CPT,Carpet Tile,110,SQYD,160.49,Carpet_Tile_1CPT_SQYD
69650,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",205932-002,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Still (88481),1CPT,Carpet Tile,25,SQYD,36.47,Carpet_Tile_1CPT_SQYD
69860,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-004,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Glossy Charcoal (94505),1CPT,Carpet Tile,319.99,SQYD,343.4,Carpet_Tile_1CPT_SQYD
69903,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,80,SQYD,85.85,Carpet_Tile_1CPT_SQYD
69926,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182634-016,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Magic (81505),1CPT,Carpet Tile,170.65,SQYD,229.24,Carpet_Tile_1CPT_SQYD
69929,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,177.77,SQYD,696.33,Carpet_Tile_1CPT_SQYD
69929,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,471.09,SQYD,696.33,Carpet_Tile_1CPT_SQYD
70119,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",175187-070,Interface Viva Colores (146502500) Tufted Texture Loop 19.69in x 19.69in - Oscuro (101177),1CPT,Carpet Tile,5.98,SQYD,19.07,Carpet_Tile_1CPT_SQYD
70190,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",180799-004,Shaw Contract Scape EW24 (5T080) Undefined 24in x 24in - Survey (78429),1CPT,Carpet Tile,75,SQYD,551.22,Carpet_Tile_1CPT_SQYD
70241,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",216063-003,Shaw Contract Upbeat Tile (5T490) Multi Level Pattern Loop 18in x 36in - Strong (90481),1CPT,Carpet Tile,147,SQYD,157.75,Carpet_Tile_1CPT_SQYD
70277,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208648-003,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Deep Sky (88485),1CPT,Carpet Tile,53.3,SQYD,451.31,Carpet_Tile_1CPT_SQYD
70277,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183682-009,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Khaki (17761),1CPT,Carpet Tile,255.84,SQYD,451.31,Carpet_Tile_1CPT_SQYD
70429,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-004,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Charcoal (07555),1CPT,Carpet Tile,4,SQYD,80.46,Carpet_Tile_1CPT_SQYD
70493,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",208265-003,Shaw Contract Surround (5T421) Multi Level Pattern Loop 24in x 24in - Limestone (17530),1CPT,Carpet Tile,26.65,SQYD,84.93,Carpet_Tile_1CPT_SQYD
71119,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000015218,Tarkett Vellum (11500) 24 x 24 Ethos Modular with Omnicoat Technology - Obsidian Ink (25601),1CPT,Carpet Tile,4820.24,SQYD,1850.02,Carpet_Tile_1CPT_SQYD
71407,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450),1CPT,Carpet Tile,19,SQYD,245.65,Carpet_Tile_1CPT_SQYD
71500,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,36,SQYD,336.98,Carpet_Tile_1CPT_SQYD
71503,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,42,SQYD,491.89,Carpet_Tile_1CPT_SQYD
71689,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183578-003,Shaw Patcraft Futura (I0380) Multi Level Pattern Loop 24in x 24in - Fusion (00450),1CPT,Carpet Tile,111.93,SQYD,162.86,Carpet_Tile_1CPT_SQYD
72051,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",208277-009,Shaw Contract Translate Tile (5T408) Multi Level Pattern Loop 9in x 36in - Message (05515),1CPT,Carpet Tile,20,SQYD,51.32,Carpet_Tile_1CPT_SQYD
72344,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",175187-070,Interface Viva Colores (146502500) Tufted Texture Loop 19.69in x 19.69in - Oscuro (101177),1CPT,Carpet Tile,5.98,SQYD,141.87,Carpet_Tile_1CPT_SQYD
72607,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,196363-003,Bigelow Commercial Metalmorphic (QB388) Textured Patterned Loop 12in x 36in - Perfect Paths Metallic (751),1CPT,Carpet Tile,8,SQYD,15.75,Carpet_Tile_1CPT_SQYD
72849,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",202348-014,Shaw Contract Endless Tile (5T305) Multi Level Pattern Loop 9in x 36in - Calm (05580),1CPT,Carpet Tile,2495,SQYD,3407.48,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206875-006,Mohawk Urban Passage II (GT444) Tufted Textured Patterned Loop 12in x 36in - Skyway (945),1CPT,Carpet Tile,186,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,205418-004,Mohawk Urban Fringe II Tile (GT445) Tufted Textured Pattern Loop 12in x 36in - Skyway (945),1CPT,Carpet Tile,131.28,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,244.4,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206875-006,Mohawk Urban Passage II (GT444) Tufted Textured Patterned Loop 12in x 36in - Skyway (945),1CPT,Carpet Tile,186,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,205418-004,Mohawk Urban Fringe II Tile (GT445) Tufted Textured Pattern Loop 12in x 36in - Skyway (945),1CPT,Carpet Tile,184,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206875-006,Mohawk Urban Passage II (GT444) Tufted Textured Patterned Loop 12in x 36in - Skyway (945),1CPT,Carpet Tile,66.61,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220,SQYD,1897,Carpet_Tile_1CPT_SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206875-006,Mohawk Urban Passage II (GT444) Tufted Textured Patterned Loop 12in x 36in - Skyway (945),1CPT,Carpet Tile,126,SQYD,1897,Carpet_Tile_1CPT_SQYD
