po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
35447,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",204296-007,Shaw Patcraft Surface Striation (I0552) Multi Level Pattern Loop 24in x 24in - Meteorite (00550),1CPT,Carpet Tile,20.0,SQYD,950.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.84,16.98,L5C,,L5C,74.25,0.7422,22.87,20.0,SQYD
35568,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",174903-018,Shaw Tile Dye Lab (5T041) Undefined 24in x 24in - Fustic Saxon (41396),1CPT,Carpet Tile,26.66,SQYD,554.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,19.79,22.64,L5C,,L5C,98.98,0.7422,22.87,26.66,SQYD
35568,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",188633-018,Shaw Contract Rethread 18x36 (5T165) Undefined 18in x 36in - Umber (64855),1CPT,Carpet Tile,8.0,SQYD,554.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,5.94,6.79,L5C,,L5C,29.7,0.7422,22.87,8.0,SQYD
35568,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",188633-005,Shaw Contract Rethread 18x36 (5T165) Undefined 18in x 36in - Heritage Blue (64481),1CPT,Carpet Tile,13.0,SQYD,554.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,9.65,11.04,L5C,,L5C,48.26,0.7422,22.87,13.0,SQYD
35568,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",175048-006,Shaw Tile Bon Jour II (5T032) Needlebond 24in x 24in - Charcoal (31549),1CPT,Carpet Tile,5.33,SQYD,554.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.96,4.53,L5C,,L5C,19.79,0.7422,22.87,5.33,SQYD
35568,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000005784,Shaw Centered Tile (5T492)Pattern Loop 18in x 36in - Bubbly (90100),1CPT,Carpet Tile,119.0,SQYD,554.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,88.32,101.04,L5C,,L5C,441.79,0.7422,22.87,119.0,SQYD
35568,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",208277-002,Shaw Contract Translate Tile (5T408) Multi Level Pattern Loop 9in x 36in - Connection (05105),1CPT,Carpet Tile,170.0,SQYD,554.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,126.17,131.59,L5C,,5C,631.12,0.7422,20.85,170.0,SQYD
35781,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",180378-001,Shaw Contract Field (5T079) Multi Level Pattern Loop 24in x 24in - Sight (78111),1CPT,Carpet Tile,126.0,SQYD,1046.08,Carpet_Tile_1CPT_SQYD,1CPT,1,1,96.83,118.67,L5C,,L5C,467.77,0.7685,25.37,126.0,SQYD
35781,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",180712-001,Shaw Contract Realm EW24 (5T078) Undefined 24in x 24in - Sight (78111),1CPT,Carpet Tile,10.0,SQYD,1046.08,Carpet_Tile_1CPT_SQYD,1CPT,1,1,7.68,9.42,L5C,,L5C,37.12,0.7685,25.37,10.0,SQYD
35930,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000005739,Mohawk  Counter Casual (GT352) 24in x 24in EcoFlex ONE - Stone Wash (727),1CPT,Carpet Tile,56.0,SQYD,52.64,Carpet_Tile_1CPT_SQYD,1CPT,1,1,43.04,52.74,L5C,,L5C,207.9,0.7685,25.37,56.0,SQYD
36545,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",1000005677,"Interface Panola Mountain (1251602500) 19.69""x19.69"" Glasbac Blue Lichen (107304)",1CPT,Carpet Tile,17.94,SQYD,132.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.05,16.9,L5C,,L5C,66.6,0.7834,25.37,17.94,SQYD
36545,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",1000005743,"Interface Desert Veins 168290AB00 19.69""x39.38"" Glasbac Acacia 108145",1CPT,Carpet Tile,35.88,SQYD,132.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,28.11,33.79,L5C,,L5C,133.2,0.7834,25.37,35.88,SQYD
36777,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,210075-001,Tarkett Suede Tones (11531) Stratatec Pattrened Symtex 18in x 36in - Caviar+Creme (57209),1CPT,Carpet Tile,384.0,SQYD,235.2,Carpet_Tile_1CPT_SQYD,1CPT,1,1,300.83,255.75,L5C,,1M,1425.6,0.7834,17.94,384.0,SQYD
37788,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",207650-012,Interface Open Air 404 (1633302500) Tufted Texture Loop 19.69in x 19.69in - Oat (107707),1CPT,Carpet Tile,167.44,SQYD,180.71,Carpet_Tile_1CPT_SQYD,1CPT,1,1,131.17,143.78,L5C,,5C,621.62,0.7834,23.13,167.44,SQYD
39154,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,180797-015,Milliken Landmark Artifact Tufted Texture Loop 1m x 1m - Linsey (ART83),1CPT,Carpet Tile,37.08,SQYD,97.54,Carpet_Tile_1CPT_SQYD,1CPT,1,1,28.5,34.92,L5C,,L5C,137.66,0.7685,25.37,37.08,SQYD
39280,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",172638-005,Shaw Philadelphia Succession Tile II (54695) Undefined 24in x 24in - After Dark (00500),1CPT,Carpet Tile,3.0,SQYD,36.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,2.31,2.83,L5C,,L5C,11.14,0.7685,25.37,3.0,SQYD
39964,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",187436-006,Shaw Contract Tinge Tile (5T156) Multi Level Pattern Loop 9in x 36in - burnished pewter (56516),1CPT,Carpet Tile,17.0,SQYD,124.84,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.06,16.01,L5C,,L5C,63.11,0.7685,25.37,17.0,SQYD
39979,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,197181-002,Mohawk Academic View Tile (BT433) Tufted Textured Multi Colored Loop 24in x 24in - Cadet (569),1CPT,Carpet Tile,138.71,SQYD,898.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,106.6,119.11,L5C,,5C,514.96,0.7685,23.13,138.71,SQYD
39979,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,195486-004,Mohawk Adaptable Tile (BT432) Tufted Textured Pattern Multi Colored Loop 24in x 24in - Cadet (569),1CPT,Carpet Tile,400.95,SQYD,898.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,308.13,267.04,L5C,,1M,1488.53,0.7685,17.94,400.95,SQYD
39979,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,195486-004,Mohawk Adaptable Tile (BT432) Tufted Textured Pattern Multi Colored Loop 24in x 24in - Cadet (569),1CPT,Carpet Tile,260.0,SQYD,898.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,199.81,223.26,L5C,,5C,965.25,0.7685,23.13,260.0,SQYD
39979,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,197181-002,Mohawk Academic View Tile (BT433) Tufted Textured Multi Colored Loop 24in x 24in - Cadet (569),1CPT,Carpet Tile,309.01,SQYD,898.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,237.47,205.81,L5C,,1M,1147.2,0.7685,17.94,309.01,SQYD
40170,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",204991-002,Shaw Contract Correspond (5T353) Multi Level Pattern Loop 24in x 24in - Balanced (52485),1CPT,Carpet Tile,91.0,SQYD,793.3,Carpet_Tile_1CPT_SQYD,1CPT,1,1,67.54,77.26,L5C,,L5C,337.84,0.7422,22.87,91.0,SQYD
40516,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,182709-008,Lees Hem Tile 12BY36 (GT295) Textured Patterned Cut & Loop 12in x 36in - Skinny (955),1CPT,Carpet Tile,46.66,SQYD,89.31,Carpet_Tile_1CPT_SQYD,1CPT,1,1,35.86,43.95,L5C,,L5C,173.23,0.7685,25.37,46.66,SQYD
40516,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,182708-008,Lees Zip It EcoFlex ICT (GT296) Textured Patterned Loop 12in x 36in - Skinny (955),1CPT,Carpet Tile,55.99,SQYD,89.31,Carpet_Tile_1CPT_SQYD,1CPT,1,1,43.03,52.73,L5C,,L5C,207.86,0.7685,25.37,55.99,SQYD
40961,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,209336-007,Milliken Centro Singular Tufted Textured Loop Pile 1m x 1m - 107 (107),1CPT,Carpet Tile,70.56,SQYD,104.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,54.23,66.46,L5C,,L5C,261.95,0.7685,25.37,70.56,SQYD
41101,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-009,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,53.32,SQYD,55.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.98,50.22,L5C,,L5C,197.95,0.7685,25.37,53.32,SQYD
42104,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",175996-005,Shaw Tile Path Tile (5T034) Multituft 24in x 24in - Sterling (34557),1CPT,Carpet Tile,10.66,SQYD,31.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,8.35,10.04,L5C,,L5C,39.58,0.7834,25.37,10.66,SQYD
42211,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,84.92,SQYD,124.8,Carpet_Tile_1CPT_SQYD,1CPT,1,1,65.26,79.98,L5C,,L5C,315.27,0.7685,25.37,84.92,SQYD
42851,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,215230-000,Mohawk-Visual Connections (GT470)-Tufted Level Patterned Loop-12in x 36in-To Be Selected (TBS),1CPT,Carpet Tile,98.0,SQYD,208.35,Carpet_Tile_1CPT_SQYD,1CPT,1,1,75.31,92.3,L5C,,L5C,363.82,0.7685,25.37,98.0,SQYD
43281,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,110.03,SQYD,92.53,Carpet_Tile_1CPT_SQYD,1CPT,1,1,84.56,103.63,L5C,,L5C,408.49,0.7685,25.37,110.03,SQYD
43282,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,263.12,SQYD,221.26,Carpet_Tile_1CPT_SQYD,1CPT,1,1,202.21,225.94,L5C,,5C,976.83,0.7685,23.13,263.12,SQYD
43285,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,315.74,SQYD,265.51,Carpet_Tile_1CPT_SQYD,1CPT,1,1,242.65,210.29,L5C,,1M,1172.18,0.7685,17.94,315.74,SQYD
43747,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000006885,"Mohawk Solve II (BT416) Ecoflex Matrix 24"" x 24"" Emerge (358)",1CPT,Carpet Tile,64.0,SQYD,60.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,50.14,60.28,L5C,,L5C,237.6,0.7834,25.37,64.0,SQYD
43999,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,108164,"Mannington Mills, Inc.",216022-002,Mannington Hightide Patterened Loop 18in x 36in - Port (14264),1CPT,Carpet Tile,81.0,SQYD,118.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,62.25,76.29,L5C,,L5C,300.71,0.7685,25.37,81.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,1000013932,Tarkett SweaterKnit (G0045) Tufted Pattern Loop 9in x 36in - Bedstone (77204),1CPT,Carpet Tile,162.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,120.24,125.4,L5C,,5C,601.42,0.7422,20.85,162.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,192.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,142.5,148.62,L5C,,5C,712.8,0.7422,20.85,192.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168.0,SQYD,1216.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,124.69,130.04,L5C,,5C,623.7,0.7422,20.85,168.0,SQYD
44024,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,1000007294,Tarkett Suede Tones (11531) Stratatec Patterned Symtex 9in x 36in - Cotton + Iron  (57202),1CPT,Carpet Tile,48.0,SQYD,130.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,35.63,40.75,L5C,,L5C,178.2,0.7422,22.87,48.0,SQYD
44353,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",209134-003,Interface Open Air 420 (1475402500) tufted Textured Loop 50cm x 50cm - Iron (107058),1CPT,Carpet Tile,83.72,SQYD,132.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,64.34,78.85,L5C,,L5C,310.81,0.7685,25.37,83.72,SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",1000007328,Interface-Mantle Rock (131150AK00) 9.845 in x 39.38 in x 0.103 in -GlasBac-Taupe Stone (107282),1CPT,Carpet Tile,5.98,SQYD,979.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,4.68,5.63,L5C,,L5C,22.2,0.7834,25.37,5.98,SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",213141-001,Interface Bridge Creek (1504902500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Edge (107322),1CPT,Carpet Tile,23.92,SQYD,979.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.74,22.53,L5C,,L5C,88.8,0.7834,25.37,23.92,SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",198004-003,Interface turally Weathered (39400AK00) Tufted Patterned Loop 25cm x 1m - Greystone (106021),1CPT,Carpet Tile,364.78,SQYD,979.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,285.77,242.95,L5C,,1M,1354.25,0.7834,17.94,364.78,SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",1000007328,Interface-Mantle Rock (131150AK00) 9.845 in x 39.38 in x 0.103 in -GlasBac-Taupe Stone (107282),1CPT,Carpet Tile,215.28,SQYD,979.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,168.65,184.86,L5C,,5C,799.23,0.7834,23.13,215.28,SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",213140-003,Interface Flat Rock (1504802500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Trail (107318),1CPT,Carpet Tile,71.76,SQYD,979.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,56.22,67.59,L5C,,L5C,266.41,0.7834,25.37,71.76,SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",213139-003,Interface Mountain Rock (1505002500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Peak (107326),1CPT,Carpet Tile,17.94,SQYD,979.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.05,16.9,L5C,,L5C,66.6,0.7834,25.37,17.94,SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",212340-001,Interface Panola Mountain (1251602500) Engaged Tufted Pattern Loop 50cm x 50cm - Sage Lichen (107305),1CPT,Carpet Tile,23.92,SQYD,979.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.74,22.53,L5C,,L5C,88.8,0.7834,25.37,23.92,SQYD
44547,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,19.0,SQYD,139.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.6,17.9,L5C,,L5C,70.54,0.7685,25.37,19.0,SQYD
44548,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,19.0,SQYD,139.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.6,17.9,L5C,,L5C,70.54,0.7685,25.37,19.0,SQYD
44984,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),1CPT,Carpet Tile,20.0,SQYD,142.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,15.37,18.84,L5C,,L5C,74.25,0.7685,25.37,20.0,SQYD
44985,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),1CPT,Carpet Tile,15.0,SQYD,142.56,Carpet_Tile_1CPT_SQYD,1CPT,1,1,11.53,14.13,L5C,,L5C,55.69,0.7685,25.37,15.0,SQYD
44985,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),1CPT,Carpet Tile,5.0,SQYD,142.56,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.84,4.71,L5C,,L5C,18.56,0.7685,25.37,5.0,SQYD
45333,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,192655-003,Tandus Evoke (A0001) Symtex 18in x 36in - Smoke Embers (31902),1CPT,Carpet Tile,78.0,SQYD,130.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,61.11,73.47,L5C,,L5C,289.57,0.7834,25.37,78.0,SQYD
45594,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,45.0,SQYD,676.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,34.58,42.38,L5C,,L5C,167.06,0.7685,25.37,45.0,SQYD
45608,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196609-003,Shaw Patcraft Instinct (I0501) Multi Level Pattern Loop 24in x 24in - Echo (00585),1CPT,Carpet Tile,124.32,SQYD,130.9,Carpet_Tile_1CPT_SQYD,1CPT,1,1,97.39,117.09,L5C,,L5C,461.54,0.7834,25.37,124.32,SQYD
45830,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-002,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Feldspar (00150),1CPT,Carpet Tile,2.0,SQYD,154.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,1.54,1.88,L5C,,L5C,7.42,0.7685,25.37,2.0,SQYD
45834,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204498-008,Shaw Contract Partner (5T354) Multi level Loop 24in x 24in - Duo (52597),1CPT,Carpet Tile,19.0,SQYD,187.02,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.6,17.9,L5C,,L5C,70.54,0.7685,25.37,19.0,SQYD
46496,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),1CPT,Carpet Tile,1.0,SQYD,8.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,0.77,0.94,L5C,,L5C,3.71,0.7685,25.37,1.0,SQYD
46520,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000007943,Mohawk Necessary Action (GT467) 24in x 24in EcoFlex NXT - Hudson (969),1CPT,Carpet Tile,400.0,SQYD,348.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,313.36,266.41,L5C,,1M,1485.0,0.7834,17.94,400.0,SQYD
46572,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205039-005,Shaw Contract Companion Tile (5t352) Multi Level Pattern Loop 24in x 24in - Fuse (52515),1CPT,Carpet Tile,8.0,SQYD,899.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,6.15,7.53,L5C,,L5C,29.7,0.7685,25.37,8.0,SQYD
46610,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-007,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Magnetic Fields (75505),1CPT,Carpet Tile,4.0,SQYD,28.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.07,3.77,L5C,,L5C,14.85,0.7685,25.37,4.0,SQYD
46728,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196890-002,Shaw Patcraft tural Form (I0499) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,621.6,SQYD,739.89,Carpet_Tile_1CPT_SQYD,1CPT,1,1,475.28,332.54,5C,,2M,2307.69,0.7646,14.41,621.6,SQYD
46975,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208201-003,Shaw Contract Subtext (5T409) Multi Level Pattern Loop 9in x 36in - Story (05111),1CPT,Carpet Tile,345.0,SQYD,1787.87,Carpet_Tile_1CPT_SQYD,1CPT,1,1,270.27,229.78,L5C,,1M,1280.81,0.7834,17.94,345.0,SQYD
47458,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",185355-007,Shaw Contract Form Tile (5T136) Multi Level Pattern Cut/Loop 24in x 24in - talc platinum (33535),1CPT,Carpet Tile,15.99,SQYD,102.06,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.06,L5C,,L5C,59.36,0.7834,25.37,15.99,SQYD
47724,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000003392,Shaw Patcraft-Texture Slant (I0602)-Non Woven Synthetic-18in x 36in-Line (00550),1CPT,Carpet Tile,5.0,SQYD,244.37,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.92,4.71,L5C,,L5C,18.56,0.7834,25.37,5.0,SQYD
