po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,quantity,invoice_id,invoice_no,uom,comm1,comm2,commodity_group,commoditydescription,old_new,priority,classification,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
161221,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,1000036042,Mohawk Sector (BT285) 24in x 24in EcoFlex Matrix - Granite (7948),32.01,1226599,C4020891,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,118.84,Missing rate,Missing rate,32.01,SQYD
163896,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",183691-003,Shaw Contract Primary Tile (5T123) Multi Level Pattern Loop 24in x 24in - Denim (17496),10.66,1232885,4341572,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,39.58,Missing rate,Missing rate,10.66,SQYD
116904,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,196312-004,Mohawk Framed Structure Tile (BT436) Tufted Textured Patterned Loop 24in x 24in - Steel (937),768.02,1235142,C3103351,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,2851.27,Missing rate,Missing rate,768.02,SQYD
106652,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,1000024691,Mohawk Integrate Variant Form (BT423) Eco Flex 24in x 24in - Mason (983),64.0,1235270,C3129664,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,237.6,Missing rate,Missing rate,64.0,SQYD
106652,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,1000024693,Mohawk Variant Form Reconstruct (BT424) Carpet Tile EcoFlex Matrix Textured Patterned Loop 24in x 24in - Masonry (983),64.0,1235270,C3129664,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,237.6,Missing rate,Missing rate,64.0,SQYD
163263,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,198289-002,Mohawk Swipe Right Tile (GT418) Tufted 24in x 24in - Oak Grove (858),16.0,1234594,C4057217,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,59.4,Missing rate,Missing rate,16.0,SQYD
164696,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",216091-001,Shaw Contract Collaboration Tile (5T497) Multi Level Pattern Loop 9in x 36in - Impact (97100),25.0,1235559,4362194,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,92.81,Missing rate,Missing rate,25.0,SQYD
134558,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",208648-003,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Deep Sky (88485),47.99,1167359,3606974,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,178.16,Missing rate,Missing rate,47.99,SQYD
143067,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",1000032622,Shaw Contract Offset Tile (5T296) 24in x 24in Strataworx - Chrome Black (94500),364.44,1166328,3815669,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1352.98,Missing rate,Missing rate,364.44,SQYD
166680,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",1000008089,Shaw Diffuse Strataworx Tile (5T419) Multi-Level Pattern Loop 24in x 24in - Routes (75500),71.12,1243528,4394914,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,264.03,Missing rate,Missing rate,71.12,SQYD
167585,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,108164,"Mannington Mills, Inc.",1000012673,Mannington Frixtion Charge Infinity 2 Textured Patterned Loop 18in x 36in - Fluid (32367),16.0,1243323,98955285,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,59.4,Missing rate,Missing rate,16.0,SQYD
165038,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),26.67,1232935,4341576,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,99.01,Missing rate,Missing rate,26.67,SQYD
165827,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),53.34,1235781,4351680,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,198.02,Missing rate,Missing rate,53.34,SQYD
147900,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121019,"Bentley Mills, Inc.",1000032151,Bentley Lucky Break (6LBT20) 18In x 36in AFIRMAII Hardback - Winning Number (400840),240.0,1250176,864873,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,891.0,Missing rate,Missing rate,240.0,SQYD
147900,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121019,"Bentley Mills, Inc.",1000032151,Bentley Lucky Break (6LBT20) 18In x 36in AFIRMAII Hardback - Winning Number (400840),240.0,1250176,864873,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,891.0,Missing rate,Missing rate,240.0,SQYD
147900,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121019,"Bentley Mills, Inc.",1000032151,Bentley Lucky Break (6LBT20) 18In x 36in AFIRMAII Hardback - Winning Number (400840),110.0,1250176,864873,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,408.38,Missing rate,Missing rate,110.0,SQYD
166252,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",209811-004,Shaw Patcraft Revive (I0612) Multi Level Pattern Loop 24in x 24in - Invigorate (00550),231.11,1244111,4391823,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,858.0,Missing rate,Missing rate,231.11,SQYD
166762,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",201109-006,Shaw Contract Accord (5A253) ClassicBac 12' - Sterling Silver (94515),245.0,1252170,4416882,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,909.56,Missing rate,Missing rate,245.0,SQYD
146761,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,122034,Engineered Floors LLC,1000033402,J&J Fiction II (7025) 24in x 24in Nexus Modular - Irony (1775),304.0,1255084,6-3958609,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1128.6,Missing rate,Missing rate,304.0,SQYD
67573,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,101928,VAN GELDER INC,1000006026,Van Gelder Dominator Tile 19.69in x 19.69in - Mid Gray (112),520.0,1259596,67573CLEAROUT,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1930.5,Missing rate,Missing rate,520.0,SQYD
84119,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,101928,VAN GELDER INC,1000019529,"VAN GELDER	DOMINATOR	DOMINATOR	19.69"" X 19.69: 112 MID GRAY",97.5,1259704,84119CLEAROUT,SQFT,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQFT,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,40.22,Missing rate,Missing rate,10.83,SQFT
144912,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,102775,"Interface Americas, Inc.",1000004756, Interface La Paz GlasBac (1459302500) Tufted Texture Loop 19.69in x 19.69in - Yucca (101387),17.94,1259246,2572347,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,66.6,Missing rate,Missing rate,17.94,SQYD
169926,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",192324-003,Shaw Philadelphia Intellect (54845) Multi Level Pattern Loop 24in x 24in - Masterful (45505),168.88,1259963,4477015,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,626.97,Missing rate,Missing rate,168.88,SQYD
170785,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,122034,Engineered Floors LLC,1000036485,Pentz Fast Break (7060T) 24in x 24in Nexus Modular - Slam Dunk (2150),40.0,1257302,1-4147195,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,148.5,Missing rate,Missing rate,40.0,SQYD
170412,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,122034,Engineered Floors LLC,207929-007,J&J Serene (6592) PremierBac Plus 12' - Sailor (3234),43.0,1259919,6-4148788,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,159.64,Missing rate,Missing rate,43.0,SQYD
154451,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,102775,"Interface Americas, Inc.",1000007655,Interface Human Nature Collection (HN820) Tufted Cut & Loop GlasBac 25cm x 1m - Slate (104231),59.8,1253069,2597431,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,222.01,Missing rate,Missing rate,59.8,SQYD
166217,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,107776,"J.J. Haines & Company, LLC dba UCX Flooring",1000037037,Medallion Tuff Turf II (BN325) 12ft Classicbac - Trail Mix (00345),120.0,1261382,468585,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,445.5,Missing rate,Missing rate,120.0,SQYD
169951,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,102775,"Interface Americas, Inc.",1000037675,Interface Ice Breaker 50cm x 50cm Glasbac - Quarry (105775),346.84,1259783,2599071,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1287.64,Missing rate,Missing rate,346.84,SQYD
166467,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,102775,"Interface Americas, Inc.",215223-003,Interface Open Air 411 (163410AK00) Tufted Texture Loop 25cm x 1m - Flannel (106978),53.82,1260324,2599198,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,199.81,Missing rate,Missing rate,53.82,SQYD
166467,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,102775,"Interface Americas, Inc.",1000016023,Interface Open Air 402 (163320AK00) GlasBac Tufted Textured Loop 25cm x 1m - Flannel (103245),221.26,1260324,2599198,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,821.43,Missing rate,Missing rate,221.26,SQYD
166282,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,1000012846,Mohawk Tuff Stuff II Walk Off Tile Step In Style II (GT312) EcoFlex NXT Tufted Carpet Tile 24in x 24in - Cobalt (955),49.77,1252373,C4114347,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,184.77,Missing rate,Missing rate,49.77,SQYD
169368,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,124906,J&J Flooring Group LLC,1000033402,J&J Fiction II (7025) 24in x 24in Nexus Modular - Irony (1775),24.0,1257301,6-4148789,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,89.1,Missing rate,Missing rate,24.0,SQYD
170007,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,197181-001,Mohawk Academic View Tile (BT433) Tufted Textured Multi Colored Loop 24in x 24in - Slate (959),32.0,1264050,C4193134,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,118.8,Missing rate,Missing rate,32.0,SQYD
170007,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,196312-001,Mohawk-Framed Structure Tile (BT436)-Tufted Textured Patterned Loop-24in x 24in-Pencil Lead (979),341.34,1264050,C4193134,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1267.22,Missing rate,Missing rate,341.34,SQYD
123831,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",1000018170,Shaw Industries Kusa Loop TIle (633NW) 24in x 24in - ECOWORX-  Fly Around (Y059F),21.32,1265373,3317524,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,79.15,Missing rate,Missing rate,21.32,SQYD
121280,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",1000028016,Shaw Pleated Strataworx Tile (5T600) 24x24 Strataworx - Mended (16500),231.11,1265379,3392873,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,858.0,Missing rate,Missing rate,231.11,SQYD
127251,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",1000012347,Shaw Bright Work Glimmer Tile (59329)  EcoWorx Multi Level Pattern Loop 24in x 24in - Moonlit (27505),10.66,1265377,3434629,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,39.58,Missing rate,Missing rate,10.66,SQYD
171223,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",1000037935,Shaw Contract New Path Centered Tile (5T492) Multi Level Pattern Loop 18in x 36in - Empowered (90555),63.0,1267476,4507094,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,233.89,Missing rate,Missing rate,63.0,SQYD
172535,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,101526,"Shaw Industries, Inc.",1000031694,Shaw Color at Work Il Chromatone Tile (5T444)  Multi-Level Pattern Loop Carpet Tile Ecoworx Tile 18in x 36in - Cyan Charcoal (07436),5.0,1270711,4535073,SQYD,1CPT,1CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,18.56,Missing rate,Missing rate,5.0,SQYD
172535,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,101526,"Shaw Industries, Inc.",182402-004,Shaw Contract Color at Work Il Achromatic (5T107) Multi-Level Pattern Loop Carpet Tile Ecoworx Tile 18in x 36in - Charcoal (07555),5.0,1270711,4535073,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,18.56,Missing rate,Missing rate,5.0,SQYD
172699,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,101526,"Shaw Industries, Inc.",1000038231,Shaw Gradient Tile 59534 24in x 24in - Bronze Sheen (34156),10.67,1270705,4535074,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,39.61,Missing rate,Missing rate,10.67,SQYD
171875,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",209811-004,Shaw Patcraft Revive (I0612) Multi Level Pattern Loop 24in x 24in - Invigorate (00550),17.78,1271261,4516281,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,66.01,Missing rate,Missing rate,17.78,SQYD
144159,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,1000004758, Mohawk-Step Up II (GT311)-EcoFlex NXT-24in x 24in-Obsidian (989),12.44,1273167,C3614535,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,46.18,Missing rate,Missing rate,12.44,SQYD
154302,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,1000034768,Mohawk Framed Structure Tile (BT436) Tufted Textured Patterned Loop 24in x 24in Matrix - Charcoal (989),32.0,1273175,C3842739,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,118.8,Missing rate,Missing rate,32.0,SQYD
146606,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,126695,Tarkett USA Inc,1000033301,Tarkett GeoKnit 24in x 24in Ethos Modular - Saturated Grey (42703),126.67,1258597,8202023443,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,470.26,Missing rate,Missing rate,126.67,SQYD
140804,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,126695,Tarkett USA Inc,1000032070,Tarkett Aida Cloth (G0052) Tufted Patterned Loop Ethos Modular 18in x 36in - Ghost Writer (57204),66.0,1276298,8202027720,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,245.03,Missing rate,Missing rate,66.0,SQYD
160043,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,101526,"Shaw Industries, Inc.",209275-003,Shaw Contract-Pace Tile (5T413)-Multi Level Pattern Loop-24in x 24in-Step (14549),245.32,1273249,4543877,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,910.75,Missing rate,Missing rate,245.32,SQYD
159935,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,101928,VAN GELDER INC,1000019529,"VAN GELDER	DOMINATOR	DOMINATOR	19.69"" X 19.69: 112 MID GRAY",520.0,1280001,LV01,SQFT,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQFT,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,214.5,Missing rate,Missing rate,57.78,SQFT
173515,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,103423,"Shaw Industries, Inc.",1000038489,Shaw Contract Collaboration Tile (5T497) Multi Level Pattern Loop 9in x 36in - high impact (97111),65.0,1279499,4563734,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,241.31,Missing rate,Missing rate,65.0,SQYD
167562,2008,Received Not Yet Invoiced,FSU,Floor Sol Union,121550,Mohawk Industries,213119-008,Mohawk Micro Bloom II (GT475) Tufted Textured Pattern Multi Colored Loop 12in x 36in - Stone (Felted Fringe),60.66,1272158,C4214859,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,225.2,Missing rate,Missing rate,60.66,SQYD
