SITE,SUPPLIER NO,PO NO,SHIP TO ZIP,PART NO,PART DESCRIPTION,PO INV QTY,INV UOM,Commodity Group,Description
SPT,103423,191174,33605,1000037187,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Satinwood (00140),1627.08,SF,1VNL,Vinyl
SPW,108164,191152,32750,1000007249,Mannington Entwined Burlap Heterogeneous 12' .080in - HULL (ETW202),7,SY,1VNL,Vinyl
SPT,107776,190998,33605,126732-031,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Soft Warm Gray (51861),2430,SF,1VNL,Vinyl
SPW,103423,190909,32750,1000037187,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Satinwood (00140),2753.52,SF,1VNL,Vinyl
SPT,107776,190847,33605,1000043337,Flexco Delane ESD Vinyl 12in x 24in 1/8in - Charcoal/Lt. Gray (66),72,SF,1VNL,Vinyl
SPT,103423,190805,33605,215051-003,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Dwelling (94250),2004.55,SF,1VNL,Vinyl
SPW,104804,190798,32750,1000041408,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - Arcadia (826),327.04,SF,1VNL,Vinyl
SPT,107776,190760,33605,126732-020,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Classic White (51911),180,SF,1VNL,Vinyl
SPT,126695,190661,33605,1000041376,TARKETT/NANO/CHROMITE 48208/POWERBOND CUSHION RS/6',94,SY,1CPT,Carpet Tile
SPW,107776,190612,32750,126732-124,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Screamin' Pumpkin (57516),405,SF,1VNL,Vinyl
SPW,107776,190612,32750,126732-124,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Screamin' Pumpkin (57516),405,SF,1VNL,Vinyl
SPW,103423,189931,32750,183678-008,Shaw Commercial Hard Surfaces Surface (0515V) Luxury Resilient Planks 18in x 36in 2.5 MM - Gravel (15530),1170,SF,1VNL,Vinyl
SPW,129612,189926,32750,1000006049,Trinity Tile Lifestyles Saratoga Pro LVT 7x48 Canfield,1679.2,SF,1VNL,Vinyl
SPW,103423,189888,32750,163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),192,SY,1CPT,Carpet Tile
SPT,102066,189759,33605,1000041247,"TRINITY TILE/RYSE-TUSCANY OAK MIST/6""X48"" 22MIL",4872,SF,1VNL,Vinyl
SPT,126695,189592,33605,1000030399,"TARKETT/LVT/EVENT + WOOD CRAFTED LVT PLANK/48"" X 6"" X 30mil/COLOR: SAVANNAH (#11212)/PLANK",11484,SF,2LVT,LVT
SPW,107768,189464,32750,191832-014,Milliken Color Field Pati Tufted Texture Loop 25cm x 1m - WOOD (PAT124),29.6,SY,1CPT,Carpet Tile
SPW,103423,189282,32750,1000004489,Shaw Function 5.0 (4388V) 18 in x 18 in Composite (86506),427.5,SF,1VNL,Vinyl
SPW,103423,189252,32750,200842-009,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),835.55,SY,1CPT,Carpet Tile
SPW,103423,189252,32750,200842-009,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),835.55,SY,1CPT,Carpet Tile
SPW,107776,189202,32750,126732-139,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cirque White (52513),225,SF,1VNL,Vinyl
SPT,107776,189174,33605,1000040799,ARMSTRONG\57001-SAFETY ZONE TILE\12X12\COLOR: SHALE GRAY,360,SF,1VNL,Vinyl
SPT,122034,189119,33605,190259-003,J&J Impulse III (2433) PremierBac Plus 12' - Tell A Tale (1811),80,SY,1CBL,Carpet BL
SPT,103423,189109,33605,183691-006,Shaw Contract Primary Tile (5T123) Multi Level Pattern Loop 24in x 24in - Dove Grey (17557),1086.03,SY,1CPT,Carpet Tile
SPW,103423,189032,32750,1000025533,Shaw Contract Crossing Paths (4431V) 20 mil Square Edge 18in x 18in 2.5 MM Sandy Dune (91240),1476,SF,40,Vinyl Tile
SPJ,121550,188936,32256,200718-002,Mohawk Vivid Step Wood (CR705) 12 Mil Bevelled Edge 6in x 48in 2.0 MM - GROUNDED HATCH (W132),1836,SF,1VNL,Vinyl
SPT,103423,188926,33605,192392-003,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Timber (00572),500.64,SF,1VNL,Vinyl
SPW,103423,188817,32750,192392-031,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Redwood (00650),83.44,SF,1VNL,Vinyl
SPW,103423,188811,32750,1000032315,Shaw Daydreamer Tile (5T593) 24x24 Ecoworx  Cultivate Green (93326),5.33,SY,1CPT,Carpet Tile
SPT,103423,188783,33605,1000040383,"SHAW\4094V RESIDE\94710 SHELTER\12 MILX6""X47""",679.9,SF,1VNL,Vinyl
SPJ,108164,188532,32256,178115-014,Amtico Spacia Abstract Luxury Vinyl Plank 7 1/4in x 48in 2.5 MM - Mirus Feather (SS5A6120),435,SF,1VNL,Vinyl
SPJ,102775,188527,32256,1000041047,Interface Earthen Forms Collection On Grain 4.5mm 25cm x 1m - European Walnut (A03302),1829.88,SF,1VNL,Vinyl
SPJ,102775,188527,32256,1000041050,Interface Etched Earth (EE714) 25cm x 1m GlasBac - Fossil (103446),113.62,SY,1CPT,Carpet Tile
SPJ,102775,188527,32256,1000041051,Interface Etched Earth (EE711) 50cm x 50cm GlasBac - Fossil (103462),107.64,SY,1CPT,Carpet Tile
SPW,103423,188456,32750,202959-004,Shaw Resilient Tile & Plank Respite (4090V) Resilient LVT/Plank 7in x 48in 3/16in - Ashen (90516),1356,SF,1VNL,Vinyl
SPT,121550,188451,33605,193657-012,Mohawk Hot & Heavy Lineate (C0089) 20 mil LooseLay 9in x 59in 5.0mm - Striated (988),91.36,SF,1VNL,Vinyl
SPT,121550,188451,33605,193657-011,Mohawk Hot & Heavy Lineate (C0089) 20 mil LooseLay 9in x 59in 5.0mm - Cord (957),685.2,SF,1VNL,Vinyl
SPT,103423,188254,33605,1000041427,"PATCRAFT\i0204 COLOR CHOICE\00150 TOBACCO\24""X24""",10.67,SY,1CPT,Carpet Tile
SPW,103423,187982,32750,163672-023,Shaw Tile Disperse Tile (59576) Full Repeat 24in x 24in - Passport (75597),112,SY,1CPT,Carpet Tile
SPT,103423,187762,33605,212203-002,Shaw Contract Downtime Tile (5T457) Multi Level Pattern Loop 24in x 24in - Keen (57486),222.22,SY,1CPT,Carpet Tile
SPW,122034,187613,32750,1000040883,Pentz Blockade (7039T) 24in x 24in Nexus Modular - Parcel (2123),48,SY,1CPT,Carpet Tile
SPJ,108164,187579,32256,184701-026,Mannington BioSpec MD Homogeneous 6' 6in .080in - New Glacier (15364),10,SY,1VNL,Vinyl
SPJ,102775,187569,32256,1000040804,Interface Hearth 4.5mm 50cm x 1m - Gris (A03502),1227.02,SF,1VNL,Vinyl
SPJ,103423,187553,32256,193276-006,Shaw Patcraft Skill (I0461) Multi Level Pattern Loop 24in x 24in - Expertise (00705),142.08,SY,1CPT,Carpet Tile
SPT,102775,187517,35244,213014-005,Interface Diminuendo (150250AK0G) Tufted Patterned Loop 25cm x 1m - Mica (106698),777.4,SY,1CPT,Carpet Tile
SPT,108164,187487,33605,176705-006,Amtico Spacia Stone Vinyl 18in x 18in 2.5 MM - Ocean Travertine (SS5S3600),405,SF,1VNL,Vinyl
SPT,108164,187487,33605,176705-006,Amtico Spacia Stone Vinyl 18in x 18in 2.5 MM - Ocean Travertine (SS5S3600),405,SF,1VNL,Vinyl
SPT,103423,187446,33605,192326-009,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Sprout (00173),3045.56,SF,1VNL,Vinyl
SPT,103423,187368,33605,200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),320,SY,1CPT,Carpet Tile
SPT,103423,187368,33605,1000040853,SHAW\SPACE WORX\PRIMARY TILE 5T123\COLOR-LIMESTONE 17530\24X24,96,SY,1CPT,Carpet Tile
SPT,103423,187367,33605,192170-018,Shaw Philadelphia In The Grain II (5524V) 12 Mil Dryback 6in x 48in 2.5 MM - Ember (05016),166.88,SF,1VNL,Vinyl
SPJ,103423,187269,32256,192326-008,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Aster (00170),166.88,SF,1VNL,Vinyl
SPW,121550,187152,32750,1000040054,Mohawk Hidden Landscape (BT606) 12in x 36in EcoFlex Matrix - Rail Park (989),120,SY,1CPT,Carpet Tile
SPT,103423,187071,33605,200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),44.44,SY,1CPT,Carpet Tile
SPW,107776,186980,32750,126732-124,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Screamin' Pumpkin (57516),135,SF,1VNL,Vinyl
SPW,107776,186980,32750,126732-124,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Screamin' Pumpkin (57516),135,SF,1VNL,Vinyl
SPT,103423,186900,33605,1000040815,Shaw Patcraft Kiln (I727V) 9in x 36in 5.0MM - Pewter (00535),1125,SF,1VNL,Vinyl
SPT,103423,186900,33605,1000040812,Shaw Patcraft Kiln (I727V) 9in x 36in 5.0MM - Ember (00525),1260,SF,1VNL,Vinyl
SPW,103423,186706,32750,210597-004,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Riverside Oak (56140),400,SF,1VNL,Vinyl
SPW,103423,186705,32750,210597-004,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Riverside Oak (56140),1240,SF,1VNL,Vinyl
SPW,121550,186699,32750,193771-010,Mohawk Gathered Style (BC404) Unibond Plus 12' - Binding (948),115,SY,1CBL,Carpet BL
SPW,121550,186698,32750,193771-010,Mohawk Gathered Style (BC404) Unibond Plus 12' - Binding (948),225,SY,1CBL,Carpet BL
SPW,103423,186444,32750,192392-005,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Echo (00775),251,SF,1VNL,Vinyl
SPT,107776,186322,33605,214880-002,Armstrong-Unify-0.5mm Wear Layer Solid Vinyl Plank-6in x 36in-2.5 MM-ARTEK (J7205),144,SF,1VNL,Vinyl
SPW,103423,186291,32750,205039-005,Shaw Contract Companion Tile (5t352) Multi Level Pattern Loop 24in x 24in - Fuse (52515),26.67,SY,1CPT,Carpet Tile
SPJ,126695,186056,32256,1000040580,Tarkett Proper Oak 6x36 32 mil - Proper Oak,360,SF,1VNL,Vinyl
SPT,103423,186044,33605,1000040596,Shaw Patcraft Stride (I0249) 12' - Color March,12,SY,1CBL,Carpet BL
SPT,102775,185981,33605,184757-008,Interface AE311 (138830AK00) Tufted Texture Loop 25cm x 1m - Smoke (104674),29.9,SY,1CPT,Carpet Tile
SPW,103423,185866,32750,200669-004,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shimmery Blue (94485),266.4,SY,1CPT,Carpet Tile
SPW,103423,185727,32750,190084-010,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Tinted (01535),288,SF,1VNL,Vinyl
SPT,103423,185680,33605,192170-004,Shaw Philadelphia In The Grain II (5524V) 12 Mil Dryback 6in x 48in 2.5 MM - Freekeh (00564),250.32,SF,1VNL,Vinyl
SPW,103423,185524,32750,212330-008,Shaw Contract Hub Tile (5T459) Multi Level Pattern Loop 24in x 24in - Gather (57761),53.33,SY,1CPT,Carpet Tile
SPT,103423,185519,33605,191531-004,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Nest (00774),125.16,SF,1VNL,Vinyl
SPW,122034,185508,32750,205283-001,J&J Fast Track (7578) Pattern Loop 18in x 36in - CHASE (3215),132,SY,1CPT,Carpet Tile
SPT,103423,185321,33605,1000040540,"PATCRAFT\I0291 EXPERIENCE\00570 VISION\24""X24""",479.7,SY,1CPT,Carpet Tile
SPT,103423,185271,33605,190084-008,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Alter (01518),144,SF,1VNL,Vinyl
SPW,103423,185264,32750,180712-001,Shaw Contract Realm EW24 (5T078) Undefined 24in x 24in - Sight (78111),16,SY,1CPT,Carpet Tile
SPT,103423,184950,33605,1000040383,"SHAW\4094V RESIDE\94710 SHELTER\12 MILX6""X47""",2981.1,SF,1VNL,Vinyl
SPT,103423,184950,33605,203696-008,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Solace (94700),13859.5,SF,1VNL,Vinyl
SPT,121550,184724,33605,193331-004,Mohawk Threaded Craft Tile (BT414) Tufted Textured Pattern Loop 24in x 24in - Dusk (7879),10.67,SY,1CPT,Carpet Tile
SPW,103423,184631,32750,173722-021,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Adirondack (02720),320.85,SF,1VNL,Vinyl
SPW,107768,184477,32750,1000039831,Milliken Custom Carpet Tile 50cm x 1m (DR01426103_P50),15.55,SY,1CPT,Carpet Tile
SPW,107768,184477,32750,1000039775,Milliken Custom Carpet Tile 1m x 1m (DR01426102),31.1,SY,1CPT,Carpet Tile
SPW,108164,184378,32750,216022-002,Mannington Hightide Patterened Loop 18in x 36in - Port (14264),134,SY,1CPT,Carpet Tile
SPT,101101,184349,33605,1000040343,Mohawk Trail Mix (BC333) 12ft Weldlok - Grounded Char (7989),24,SY,1CBL,Carpet BL
SPW,103423,184273,32750,192392-026,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Olive (00350),1001.28,SF,1VNL,Vinyl
SPT,103423,184245,33605,1000014339,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - To Adobe (94506),213.25,SF,1VNL,Vinyl
SPT,103423,184234,33605,201683-001,Shaw Contract Jacquard (5T280) Undefined 18in x 36in - Saffron (79210),310,SY,1CPT,Carpet Tile
SPT,103423,184234,33605,201302-001,Shaw Contract Textile (5T279) Multi Level Pattern Cut/Loop 18in x 36in - Saffron (79210),515,SY,1CPT,Carpet Tile
SPJ,103423,183996,32256,202959-007,Shaw Resilient Tile & Plank Respite (4090V) Resilient LVT/Plank 7in x 48in 3/16in - Cane (90740),1095.92,SF,1VNL,Vinyl
SPT,103423,183863,33605,175050-007,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Sterling (31557),15.99,SY,1CPT,Carpet Tile
SPW,103423,183833,32750,212827-003,Shaw Patcraft-First Step (802R2)-Undefined-24in x 24in-Charcoal (00590),10.67,SY,1CPT,Carpet Tile
SPW,103423,183833,32750,1000019776,Shaw Patcraft Matrix (804L0) 24 x 24 - Azurite (00450),62.22,SY,1CPT,Carpet Tile
SPT,126695,183600,33605,1000022448,"TARKETT\CACHE TWEED (0002)/24"" X 24""\ETHOS MODULAR WITH OMNICOAT TECHNOLOGY\COLOR-LEIDOS (#110994338-30",13.3,SY,100,Carpet Tiles
SPW,102775,183588,32750,192103-004,Interface Level Set tural Woodgrains (A002) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Beech (A00204),511.29,SF,1VNL,Vinyl
SPJ,102775,183544,32256,191116-006,Interface Level Set Textured Woodgrains (A004) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Antique Light Oak (A00406),1130.22,SF,1VNL,Vinyl
SPJ,108164,183516,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),8395.5,SF,1VNL,Vinyl
SPT,107776,183462,32256,126732-003,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Field Gray (51927),2205,SF,1VNL,Vinyl
SPT,107776,183462,32256,126732-003,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Field Gray (51927),2205,SF,1VNL,Vinyl
SPJ,103423,183386,32256,188060-010,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Mink (48720),3500,SF,1VNL,Vinyl
SPJ,103423,183386,32256,188060-002,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Cottonwood (48120),1400,SF,1VNL,Vinyl
SPJ,103423,183386,32256,188060-010,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Mink (48720),3500,SF,1VNL,Vinyl
SPJ,103423,183386,32256,188060-002,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Cottonwood (48120),1400,SF,1VNL,Vinyl
SPJ,103423,183386,32256,188060-010,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Mink (48720),3500,SF,1VNL,Vinyl
SPJ,103423,183386,32256,188060-010,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Mink (48720),3500,SF,1VNL,Vinyl
SPW,103423,183382,32750,200842-010,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),311.11,SY,1CPT,Carpet Tile
SPW,103423,183382,32750,173722-007,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - French Grey (02500),784.3,SF,1VNL,Vinyl
SPW,103423,183382,32750,200842-010,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),311.11,SY,1CPT,Carpet Tile
SPJ,103423,183114,32256,192392-013,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Summit (05012),1168.16,SF,1VNL,Vinyl
SPW,102775,183091,32750,171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),3845.14,SY,1CPT,Carpet Tile
SPW,103423,183039,32750,193965-008,Shaw Contract Fault (5A221) ClassicBac 12' - Cornerstone Cop (20555),45,SY,1CBL,Carpet BL
SPT,107776,182961,33605,126732-025,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Classic Black (51910),225,SF,1VNL,Vinyl
SPT,103423,182952,33605,212203-002,Shaw Contract Downtime Tile (5T457) Multi Level Pattern Loop 24in x 24in - Keen (57486),160,SY,1CPT,Carpet Tile
SPT,103423,182932,33605,191531-004,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Nest (00774),959.56,SF,1VNL,Vinyl
SPW,103423,182698,32750,1000025408,Shaw Contract Cast (4097V) 24in x 24in 2.5mm 98114 Unbound Resilient LVT/Plank,680,SF,40,Vinyl Tile
SPJ,103423,181954,32256,1000011278,Shaw Contract Crossing Paths (4431V) 20 mil square edge 18in x 18in 2.5 MM - Smokey Oak (91516),1044,SY,40,Vinyl Tile
SPJ,103423,181954,32256,1000009598,Shaw Collaboration Tile (5T497) 9in x 36in Influence Process (97855),215,SY,1CPT,Carpet Tile
SPJ,103423,181954,32256,1000009597,Shaw Collaboration Tile (5T497) 9in x 36in Contribute (97500),350,SY,1CPT,Carpet Tile
SPJ,103423,181954,32256,1000009599,Shaw Collaboration Tile (5T497) 9in x 36in Influence Others (97555),460,SY,1CPT,Carpet Tile
SPJ,108164,181825,32256,189621-053,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Bruges Oak (SS5W3034),27405,SF,1VNL,Vinyl
SPW,103423,181754,32750,175050-009,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Black Chocolate (31751),32,SY,1CPT,Carpet Tile
SPW,107776,181739,32750,126732-041,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Charcoal (51915),1350,SF,1VNL,Vinyl
SPJ,108164,181645,32256,189621-010,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Bleached Elm (SS5W2516),7395,SF,1VNL,Vinyl
SPT,102775,181619,33605,194175-001,Interface Stitch In Time (37880AK00) Tufted Level Loop 25cm x 1m - Charcoal Stitch (105596),11.96,SY,1CPT,Carpet Tile
SPT,107776,181563,33605,126732-015,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Polar White (51941),90,SF,1VNL,Vinyl
SPW,103423,181537,32750,180712-001,Shaw Contract Realm EW24 (5T078) Undefined 24in x 24in - Sight (78111),112,SY,1CPT,Carpet Tile
SPW,103423,181426,32750,200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),168.89,SY,1CPT,Carpet Tile
SPT,108164,181256,33605,195195-004,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - COTTONTAIL (C118),108,SF,1VNL,Vinyl
SPT,103423,181255,33605,199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),35.56,SY,1CPT,Carpet Tile
SPT,103423,181253,33605,199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),17.78,SY,1CPT,Carpet Tile
SPJ,103423,181140,32256,176647-016,Shaw Patcraft Highland Forest 6in (I800V) Vinyl Tile Plank 6in x 48in 3/32in - Brazilian Cherry (20800),575.2,SF,1VNL,Vinyl
SPT,107768,181022,33605,1000038621,"MILLIEKN/FORTIFIED FOUNDATIONS/HERITAGE WOOD IN HONOR/HER218-5.0mm-9""x60""",201.6,SF,1VNL,Vinyl
SPT,103423,180992,34224,1000020160,PHILADELPHIA COMMERICAL\STYLE-MATERIAL EFFECTS (54781)\869 SQY\CARPET TILE\COLOR-EROSION 00106,16,SY,1CPT,Carpet Tile
SPT,103423,180985,33605,192174-009,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Spelt (00775),250.36,SF,1VNL,Vinyl
SPT,103423,180985,33605,192174-009,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Spelt (00775),250.36,SF,1VNL,Vinyl
SPW,107776,180694,32750,126732-142,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Peat (59240),990,SF,1VNL,Vinyl
SPJ,103423,180659,32256,1000034151,Shaw Patcraft Polychrome (I746V) 9in x 48in 2.5MM - Radiance-V2 (00520),1974,SF,1VNL,Vinyl
SPJ,103423,180659,32256,1000034089,Shaw Patcraft Earthen 20mil (I676V) 12in x 24in 2.5MM - Midnight-V2 (00590),476,SF,1VNL,Vinyl
SPJ,103423,180659,32256,1000034151,Shaw Patcraft Polychrome (I746V) 9in x 48in 2.5MM - Radiance-V2 (00520),1974,SF,1VNL,Vinyl
SPW,103423,180642,32750,192392-016,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Aspen (05019),2950,SF,1VNL,Vinyl
SPT,103423,180519,33605,1000039655,"SHAW\4308V BRANCHING OUT CORETEC 12 MIL\56250 PLAINS OAK\7""X48""",693.25,SF,1VNL,Vinyl
SPT,103423,180417,33605,196584-003,Shaw Patcraft Interval (I0487) Undefined 12' - Diagonal (00400),85,SY,1CBL,Carpet BL
SPW,103423,180398,32750,1000039695,Shaw Tile Haze 18x36 (5T037) Full Repeat 18in x 36in - Dreamy (37481),1595,SY,2CPT,Carpet Tile
SPW,102775,180378,32750,191116-005,Interface Level Set Textured Woodgrains (A004) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Grey Dune (A00405),9095.58,SF,1VNL,Vinyl
SPJ,103423,179875,32256,192326-008,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Aster (00170),4088.56,SF,1VNL,Vinyl
SPJ,103423,179875,32256,192326-008,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Aster (00170),4088.56,SF,1VNL,Vinyl
SPT,103423,179700,33605,203349-008,Shaw Commercial Resilient Cast 2.5 MM (4097V) Resilient LVT/Plank 24in x 24in 3/32in - Instill (98585),3468,SF,1VNL,Vinyl
SPW,108216,179686,32750,140588-030,Karndean Van Gogh 20 mil glue down 7in x 48in 3 MM - Country Oak (VGW81T),4312,SF,1VNL,Vinyl
SPT,100495,179555,33605,1000039589,DuChateau Floors Vinyl Deluxe Classic 7in X 48in - San Tropez,105,SF,1VNL,Vinyl
SPJ,103423,179464,32256,1000027534,Patcraft Woodtone (I724V) 9in x 36in 5.0MM - Spruce (00115),45,SF,1VNL,Vinyl
SPT,103423,179457,33605,200669-010,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),26.67,SY,1CPT,Carpet Tile
SPT,103423,179449,33605,215051-003,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Dwelling (94250),2132.5,SF,1VNL,Vinyl
SPT,103423,179311,33605,175050-007,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Sterling (31557),10.67,SY,1CPT,Carpet Tile
SPT,122034,179305,33605,201770-001,J&J Boucle Demi-Plank (7081) Textured Loop 12in x 48in - Texture (2703),454.21,SY,1CPT,Carpet Tile
